record_id,timestamp,wafer_id,lot_id,process_node_nm,required_time_ns,arrival_time_ns,temperature_c,leakage_power_mw,dynamic_power_mw,routing_utilization,overflow_count,defect_density,test_time_sec,test_coverage_pct,fail_rate_pct,good_chips,total_chips,center_defect_score,edge_defect_score,scratch_score,cluster_score,slack_ns,yield_pct,congestion_score
2281,2026-01-02 14:01:00,WAFER_31,LOT_31,5,1.929,10.701,79.143,30.76,23.357,50.322,38,2.7,297.492,98.031,1.841,867,1000,0.816,0.371,0.783,0.896,-8.772,79.13684332786055,49.809
2282,2026-01-02 14:02:00,WAFER_32,LOT_32,5,2.624,3.096,86.528,85.469,110.304,62.45,71,3.815,322.317,99.119,15.553,933,1000,0.192,0.377,0.829,0.297,-0.472,85.62748396904155,72.542
2283,2026-01-02 14:03:00,WAFER_33,LOT_33,2,6.48,5.095,49.515,21.316,103.548,44.704,0,6.642,301.213,97.349,15.387,843,1000,0.817,0.024,0.61,0.954,1.385,78.36746575580537,29.058
2284,2026-01-02 14:04:00,WAFER_34,LOT_34,3,3.163,3.86,65.337,46.286,113.696,62.494,4,4.388,300.296,89.826,10.536,864,1000,0.331,0.821,0.742,0.198,-0.697,81.33680381782582,42.421
2285,2026-01-02 14:05:00,WAFER_35,LOT_35,3,5.533,8.498,68.83,57.924,128.259,79.908,39,3.428,213.291,88.106,16.434,861,1000,0.2,0.586,0.653,0.421,-2.965,82.52753426668025,69.49
2286,2026-01-02 14:06:00,WAFER_36,LOT_36,14,5.859,8.487,71.404,51.264,166.079,79.249,62,0.712,27.464,90.281,8.45,745,1000,0.195,0.933,0.103,0.887,-2.628,70.81961708972104,79.412
2287,2026-01-02 14:07:00,WAFER_37,LOT_37,5,3.768,3.866,68.611,79.722,143.566,80.403,0,5.592,311.967,93.413,13.352,951,1000,0.463,0.845,0.551,0.313,-0.098,89.61704865771613,52.262
2288,2026-01-02 14:08:00,WAFER_38,LOT_38,5,9.087,1.798,45.95,25.831,47.338,54.761,34,4.386,394.608,89.724,1.834,879,1000,0.767,0.985,0.347,0.352,7.289,84.90187928387041,50.895
2289,2026-01-02 14:09:00,WAFER_39,LOT_39,3,8.24,1.112,78.246,38.965,150.402,77.382,16,0.783,82.955,89.547,6.846,951,1000,0.571,0.034,0.22,0.995,7.128,95.1,57.498
2290,2026-01-02 14:10:00,WAFER_40,LOT_40,7,7.279,5.189,79.98,76.288,30.754,58.518,59,1.708,47.166,89.716,8.854,790,1000,0.465,0.648,0.665,0.451,2.09,79.0,64.587
2291,2026-01-02 14:11:00,WAFER_41,LOT_41,5,2.124,5.021,91.621,52.526,115.774,95.447,0,3.679,126.082,95.328,13.273,920,1000,0.018,0.955,0.889,0.947,-2.897,85.26317385973135,62.041
2292,2026-01-02 14:12:00,WAFER_42,LOT_42,3,2.349,10.686,65.329,41.191,160.068,56.975,3,0.354,359.918,96.084,5.819,987,1000,0.564,0.769,1.0,0.274,-8.337,96.47791783592277,38.384
2293,2026-01-02 14:13:00,WAFER_43,LOT_43,5,5.442,5.604,64.428,7.65,27.191,73.593,8,4.899,62.459,97.583,16.67,722,1000,0.675,0.317,0.577,0.501,-0.162,70.01229980700722,51.435
2294,2026-01-02 14:14:00,WAFER_44,LOT_44,2,2.786,3.513,44.52,72.805,154.448,83.009,44,1.588,306.067,86.349,12.545,862,1000,0.098,0.113,0.672,0.383,-0.727,86.2,73.756
2295,2026-01-02 14:15:00,WAFER_45,LOT_45,2,9.326,9.734,70.771,92.496,145.766,93.01,31,3.356,45.179,84.819,9.154,856,1000,0.956,0.668,0.651,0.564,-0.408,85.6,74.407
2296,2026-01-02 14:16:00,WAFER_46,LOT_46,3,2.768,5.812,83.912,60.826,95.642,63.027,68,1.681,33.116,88.178,5.757,768,1000,0.092,0.658,0.695,0.898,-3.044,71.22881188273607,71.568
2297,2026-01-02 14:17:00,WAFER_47,LOT_47,2,5.4,6.872,67.271,82.089,62.513,58.071,13,3.352,376.521,89.526,10.986,891,1000,0.691,0.292,0.246,0.991,-1.472,85.23840032607785,43.596
2298,2026-01-02 14:18:00,WAFER_48,LOT_48,3,4.413,1.938,97.578,51.519,78.924,62.522,50,1.33,328.224,94.563,11.507,800,1000,0.525,0.806,0.159,0.501,2.475,74.65783543179488,63.139
2299,2026-01-02 14:19:00,WAFER_49,LOT_49,5,6.615,4.753,71.177,25.851,174.672,55.717,22,4.059,259.434,95.567,11.61,875,1000,0.884,0.632,0.407,0.175,1.862,87.5,46.116
2300,2026-01-02 14:20:00,WAFER_50,LOT_0,7,2.532,10.253,75.617,6.3,44.289,76.851,45,6.195,88.798,99.616,10.048,988,1000,0.414,0.415,0.466,0.05,-7.721,92.89595284687522,70.203
2301,2026-01-02 14:21:00,WAFER_51,LOT_1,5,4.943,6.777,59.006,63.806,108.533,94.694,26,5.5,131.539,88.77,6.928,740,1000,0.509,0.466,0.763,0.16,-1.834,70.0,73.251
2302,2026-01-02 14:22:00,WAFER_52,LOT_2,5,3.698,4.376,77.159,49.38,24.151,43.069,35,1.68,39.442,89.205,13.92,769,1000,0.553,0.248,0.623,0.746,-0.678,76.9,43.745
2303,2026-01-02 14:23:00,WAFER_53,LOT_3,5,8.602,7.132,52.227,75.389,47.042,70.899,67,3.412,278.145,91.703,4.539,894,1000,0.875,0.539,0.552,0.594,1.47,89.4,76.234
2304,2026-01-02 14:24:00,WAFER_54,LOT_4,14,1.825,9.922,81.631,67.521,139.764,92.45,31,2.906,294.434,96.684,10.706,833,1000,0.8,0.502,0.498,0.749,-8.097,75.14644299115656,74.042
2305,2026-01-02 14:25:00,WAFER_55,LOT_5,5,8.81,3.685,81.969,93.916,61.442,41.407,72,6.567,150.724,93.831,8.124,980,1000,0.28,0.943,0.223,0.954,5.125,92.5269833187818,59.315
2306,2026-01-02 14:26:00,WAFER_56,LOT_6,3,8.164,5.95,88.952,50.928,177.58,66.607,65,5.442,155.367,92.251,15.2,982,1000,0.955,0.509,0.373,0.707,2.214,90.44417841022435,72.545
2307,2026-01-02 14:27:00,WAFER_57,LOT_7,7,3.881,10.395,62.78,43.446,95.139,90.375,41,0.775,271.591,93.601,10.121,973,1000,0.753,0.777,0.109,0.778,-6.514,89.0495675695663,77.194
2308,2026-01-02 14:28:00,WAFER_58,LOT_8,3,7.814,2.689,75.766,30.807,97.812,92.629,49,1.188,398.266,90.314,14.575,786,1000,0.012,0.614,0.066,0.427,5.125,78.6,82.259
2309,2026-01-02 14:29:00,WAFER_59,LOT_9,5,1.75,8.053,80.202,47.918,16.174,67.919,56,4.789,177.884,95.587,16.216,822,1000,0.184,0.225,0.013,0.511,-6.303,73.97503575161382,69.347
2310,2026-01-02 14:30:00,WAFER_60,LOT_10,5,9.235,7.022,78.865,83.558,172.61,36.597,63,1.129,217.436,83.348,2.334,770,1000,0.856,0.05,0.088,0.823,2.213,77.0,52.138
2311,2026-01-02 14:31:00,WAFER_61,LOT_11,14,5.713,7.661,64.482,8.82,39.62,41.761,45,6.466,299.31,91.112,9.527,895,1000,0.646,0.702,0.595,0.639,-1.948,87.03979765969679,47.395
2312,2026-01-02 14:32:00,WAFER_62,LOT_12,5,3.926,4.442,47.688,93.011,101.518,72.55,73,6.752,156.928,96.438,15.051,962,1000,0.258,0.802,0.972,0.535,-0.516,93.88539918127191,80.008
2313,2026-01-02 14:33:00,WAFER_63,LOT_13,7,4.401,4.076,77.817,94.398,77.265,42.927,53,5.304,367.543,87.415,14.851,900,1000,0.171,0.875,0.029,0.221,0.325,83.85576378534955,51.753
2314,2026-01-02 14:34:00,WAFER_64,LOT_14,14,2.031,7.705,72.323,58.804,80.649,44.563,52,0.231,358.473,97.097,3.491,930,1000,0.147,0.684,0.783,0.603,-5.674,88.12930988969416,52.366
2315,2026-01-02 14:35:00,WAFER_65,LOT_15,3,9.415,3.112,67.767,34.839,119.361,84.415,28,3.308,289.713,96.013,8.287,767,1000,0.318,0.434,0.665,0.291,6.303,76.7,67.47
2316,2026-01-02 14:36:00,WAFER_66,LOT_16,3,1.814,5.113,82.403,25.074,122.555,83.044,36,2.791,234.769,92.394,3.948,951,1000,0.899,0.493,0.859,0.59,-3.299,87.69782433815058,70.179
2317,2026-01-02 14:37:00,WAFER_67,LOT_17,5,6.739,2.844,73.506,29.884,36.229,88.937,68,5.447,413.408,86.513,15.267,985,1000,0.352,0.76,0.945,0.464,3.895,89.82454156613008,88.409
2318,2026-01-02 14:38:00,WAFER_68,LOT_18,5,5.042,1.081,59.489,9.509,94.93,41.767,13,1.987,300.952,97.413,0.254,813,1000,0.661,0.178,0.813,0.102,3.961,81.3,32.999
2319,2026-01-02 14:39:00,WAFER_69,LOT_19,5,9.091,10.507,52.754,47.76,144.381,47.681,26,2.656,277.291,82.536,3.869,974,1000,0.112,0.453,0.798,0.857,-1.416,94.92824082077179,42.693
2320,2026-01-02 14:40:00,WAFER_70,LOT_20,14,3.468,5.231,61.581,10.159,85.359,88.31,4,0.681,370.727,92.606,7.072,805,1000,0.531,0.054,0.086,0.581,-1.763,74.08652501809777,59.202
2321,2026-01-02 14:41:00,WAFER_71,LOT_21,7,5.757,10.5,100.323,69.663,38.187,81.15,43,2.363,241.996,96.008,3.915,814,1000,0.343,0.105,0.359,0.903,-4.743,75.16799123267431,72.098
2322,2026-01-02 14:42:00,WAFER_72,LOT_22,7,5.359,2.375,81.951,38.474,63.247,86.581,14,6.624,117.169,90.689,16.556,765,1000,0.161,0.231,0.617,0.927,2.984,70.0,62.578
2323,2026-01-02 14:43:00,WAFER_73,LOT_23,5,7.123,6.756,76.075,22.943,46.105,98.344,66,6.41,75.109,83.841,4.3,755,1000,0.798,0.63,0.017,0.518,0.367,71.30389838955503,93.624
2324,2026-01-02 14:44:00,WAFER_74,LOT_24,7,2.044,2.97,72.002,54.037,31.389,90.324,0,5.114,208.413,96.928,6.287,729,1000,0.816,0.92,0.475,0.678,-0.926,70.0,58.711
2325,2026-01-02 14:45:00,WAFER_75,LOT_25,14,3.05,8.743,71.279,92.638,74.189,68.31,23,6.174,226.262,98.273,3.124,963,1000,0.306,0.365,0.008,0.895,-5.693,87.71510248172176,54.752
2326,2026-01-02 14:46:00,WAFER_76,LOT_26,7,3.217,8.68,86.839,67.562,101.959,54.889,75,1.475,351.078,92.083,15.768,746,1000,0.654,0.5,0.742,0.68,-5.463,70.0,69.428
2327,2026-01-02 14:47:00,WAFER_77,LOT_27,2,7.405,2.104,68.603,49.257,22.368,71.459,61,4.247,75.79,96.09,7.109,798,1000,0.394,0.571,0.266,0.244,5.301,79.8,73.898
2328,2026-01-02 14:48:00,WAFER_78,LOT_28,7,3.013,9.938,80.346,74.922,112.65,75.87,77,3.425,292.492,92.932,4.599,858,1000,0.044,0.285,0.755,0.258,-6.925,79.82738980664561,83.966
2329,2026-01-02 14:49:00,WAFER_79,LOT_29,2,6.088,2.907,70.167,71.373,178.814,56.46,56,2.903,141.651,92.262,4.335,751,1000,0.428,0.69,0.48,0.419,3.181,75.1,61.899
2330,2026-01-02 14:50:00,WAFER_80,LOT_30,3,3.222,7.007,95.342,85.256,173.901,84.34,19,2.243,395.612,84.341,10.038,867,1000,0.576,0.212,0.108,0.038,-3.785,83.2447730085057,63.371
2331,2026-01-02 14:51:00,WAFER_81,LOT_31,2,8.393,10.659,82.165,23.42,150.959,40.936,57,5.898,208.169,89.819,16.624,765,1000,0.299,0.189,0.919,0.371,-2.266,70.0,52.258
2332,2026-01-02 14:52:00,WAFER_82,LOT_32,7,9.037,9.647,87.701,82.299,55.278,84.881,13,3.32,268.959,94.15,16.566,779,1000,0.949,0.206,0.698,0.144,-0.61,73.27417007626505,61.023
2333,2026-01-02 14:53:00,WAFER_83,LOT_33,7,5.648,10.374,67.571,32.092,13.809,37.048,77,4.937,280.043,90.135,16.692,787,1000,0.558,0.479,0.724,0.827,-4.726,70.31363390199382,58.731
2334,2026-01-02 14:54:00,WAFER_84,LOT_34,3,4.318,4.357,85.639,89.69,151.702,66.87,52,4.815,56.402,93.058,6.696,736,1000,0.371,0.25,0.231,0.782,-0.039,70.0,66.866
2335,2026-01-02 14:55:00,WAFER_85,LOT_35,5,3.372,2.035,70.562,30.296,19.472,90.132,34,0.968,360.878,98.017,15.562,784,1000,0.735,0.433,0.126,0.175,1.337,78.4,73.886
2336,2026-01-02 14:56:00,WAFER_86,LOT_36,5,1.898,2.846,75.21,88.416,44.957,40.536,61,0.38,85.695,88.555,7.666,904,1000,0.341,0.377,0.954,0.285,-0.948,90.4,53.798
2337,2026-01-02 14:57:00,WAFER_87,LOT_37,5,3.648,5.905,91.986,91.741,102.557,68.135,60,5.72,178.968,96.83,8.778,994,1000,0.025,0.831,0.346,0.57,-2.257,90.82174133759516,71.288
2338,2026-01-02 14:58:00,WAFER_88,LOT_38,3,6.734,8.774,62.529,18.094,40.324,45.201,18,3.36,289.025,82.52,8.934,724,1000,0.008,0.219,0.234,0.249,-2.04,70.0,37.481
2339,2026-01-02 14:59:00,WAFER_89,LOT_39,5,5.769,2.472,76.236,92.705,151.744,92.268,41,5.518,42.088,97.263,1.268,801,1000,0.302,0.306,0.878,0.056,3.297,75.19177681404899,78.424
2340,2026-01-02 15:00:00,WAFER_90,LOT_40,7,9.052,7.465,78.818,12.715,142.117,88.27,43,2.055,252.17,83.91,3.175,774,1000,0.156,0.952,0.463,0.765,1.587,77.4,76.726
2341,2026-01-02 15:01:00,WAFER_91,LOT_41,2,4.67,4.171,79.72,24.671,138.481,94.771,0,5.867,183.966,87.754,15.086,723,1000,0.352,0.245,0.654,0.091,0.499,70.0,61.601
2342,2026-01-02 15:02:00,WAFER_92,LOT_42,3,7.051,4.344,69.041,44.975,148.742,90.999,67,5.658,45.541,91.191,15.259,899,1000,0.77,0.797,0.266,0.678,2.707,81.31618897475593,89.299
2343,2026-01-02 15:03:00,WAFER_93,LOT_43,5,5.415,7.487,96.949,94.424,47.349,82.139,77,2.626,310.556,93.636,3.593,738,1000,0.309,0.142,0.969,0.15,-2.072,70.0,88.04
2344,2026-01-02 15:04:00,WAFER_94,LOT_44,14,5.601,5.577,59.756,48.971,133.912,46.833,45,2.829,220.533,99.061,5.284,850,1000,0.56,0.587,0.474,0.008,0.024,85.0,50.691
2345,2026-01-02 15:05:00,WAFER_95,LOT_45,7,3.642,8.958,90.048,54.537,70.398,54.36,50,2.419,141.376,87.496,14.141,786,1000,0.92,0.092,0.424,0.562,-5.316,76.42776559938788,57.834
2346,2026-01-02 15:06:00,WAFER_96,LOT_46,7,5.14,2.528,87.366,67.498,123.364,66.799,31,0.285,53.731,83.528,3.63,900,1000,0.698,0.41,0.065,0.285,2.612,86.04407781306767,57.369
2347,2026-01-02 15:07:00,WAFER_97,LOT_47,5,5.266,8.741,94.91,92.146,30.744,72.689,79,4.692,238.99,90.213,14.998,855,1000,0.562,0.956,0.708,0.13,-3.475,78.33696584855682,82.798
2348,2026-01-02 15:08:00,WAFER_98,LOT_48,5,7.153,1.63,56.53,75.502,129.95,85.06,18,1.891,142.385,88.18,14.03,852,1000,0.867,0.643,0.541,0.685,5.523,85.2,63.389
2349,2026-01-02 15:09:00,WAFER_99,LOT_49,2,9.025,2.902,64.443,25.174,175.258,49.525,38,6.017,398.674,92.742,13.767,783,1000,0.331,0.208,0.966,0.644,6.123,71.53186666852424,49.291
2350,2026-01-02 15:10:00,WAFER_100,LOT_0,7,4.135,7.43,90.411,32.269,17.412,43.21,13,6.107,256.606,98.518,15.181,746,1000,0.198,0.809,0.128,0.411,-3.295,72.33552464131778,33.936
2351,2026-01-02 15:11:00,WAFER_101,LOT_1,14,1.838,9.378,53.353,13.787,25.951,65.887,28,4.927,134.026,93.516,15.1,942,1000,0.747,0.654,0.391,0.089,-7.54,89.50304960404861,55.427
2352,2026-01-02 15:12:00,WAFER_102,LOT_2,7,5.47,3.476,56.329,63.001,31.018,45.102,41,1.276,231.447,92.346,15.609,989,1000,0.059,0.928,0.254,0.466,1.994,98.9,47.766
2353,2026-01-02 15:13:00,WAFER_103,LOT_3,14,5.856,4.206,68.629,21.267,83.196,79.399,13,0.653,235.798,86.405,14.976,751,1000,0.424,0.229,0.668,0.104,1.65,75.1,57.459
2354,2026-01-02 15:14:00,WAFER_104,LOT_4,7,2.848,6.264,76.112,28.166,59.433,71.84,10,5.561,310.705,86.739,10.396,968,1000,0.287,0.121,0.072,0.994,-3.416,89.24411167765976,51.196
2355,2026-01-02 15:15:00,WAFER_105,LOT_5,3,7.584,3.073,91.514,84.93,147.176,82.431,74,6.078,380.881,89.806,2.85,861,1000,0.971,0.635,0.993,0.235,4.511,81.72701003708633,86.88
2356,2026-01-02 15:16:00,WAFER_106,LOT_6,14,9.379,8.949,71.962,34.408,90.544,39.06,46,2.426,405.037,97.954,10.434,767,1000,0.377,0.914,0.714,0.003,0.43,76.7,46.089
2357,2026-01-02 15:17:00,WAFER_107,LOT_7,2,9.066,8.582,67.309,55.998,92.371,96.741,23,2.432,307.156,92.373,16.029,895,1000,0.663,0.778,0.381,0.22,0.484,89.5,73.232
2358,2026-01-02 15:18:00,WAFER_108,LOT_8,5,3.077,2.424,77.425,40.781,131.896,35.0,21,2.684,238.365,90.854,16.457,752,1000,0.268,0.411,0.368,0.62,0.653,75.2,32.2
2359,2026-01-02 15:19:00,WAFER_109,LOT_9,3,8.503,5.546,79.166,11.663,71.535,55.828,48,5.636,109.973,91.712,12.438,816,1000,0.983,0.432,0.48,0.976,2.957,77.91946917303565,57.888
2360,2026-01-02 15:20:00,WAFER_110,LOT_10,2,7.136,8.593,78.854,37.658,70.045,78.497,54,4.823,181.212,96.925,11.856,743,1000,0.18,0.333,0.698,0.525,-1.457,70.0,75.323
2361,2026-01-02 15:21:00,WAFER_111,LOT_11,5,5.131,4.306,72.042,41.726,138.677,37.889,54,0.873,215.516,94.134,15.966,745,1000,0.907,0.917,0.591,0.445,0.825,74.5,48.928
2362,2026-01-02 15:22:00,WAFER_112,LOT_12,5,5.825,7.204,52.494,85.613,142.607,40.334,69,4.334,71.348,98.601,5.093,769,1000,0.445,0.812,0.484,0.992,-1.379,70.32854490733766,57.267
2363,2026-01-02 15:23:00,WAFER_113,LOT_13,5,8.297,1.492,63.906,34.201,12.448,39.908,77,0.116,122.562,92.413,2.736,889,1000,0.427,0.267,0.195,0.165,6.805,88.9,60.59
2364,2026-01-02 15:24:00,WAFER_114,LOT_14,5,5.341,6.965,89.623,39.132,34.444,72.217,72,4.845,413.781,85.509,5.072,814,1000,0.701,0.321,0.174,0.198,-1.624,79.22311404365003,79.341
2365,2026-01-02 15:25:00,WAFER_115,LOT_15,2,4.486,2.496,76.058,75.461,46.227,92.339,34,5.211,322.676,82.335,16.142,938,1000,0.093,0.74,0.916,0.381,1.99,85.4588382973329,75.32
2366,2026-01-02 15:26:00,WAFER_116,LOT_16,3,5.446,9.14,70.452,73.306,69.772,70.548,43,5.551,212.803,87.676,3.767,860,1000,0.547,0.424,0.552,0.748,-3.694,80.59464255672779,65.206
2367,2026-01-02 15:27:00,WAFER_117,LOT_17,5,6.133,4.483,86.3,76.846,59.546,73.629,35,4.273,110.413,83.123,3.976,943,1000,0.22,0.61,0.58,0.303,1.65,86.29790644777046,63.609
2368,2026-01-02 15:28:00,WAFER_118,LOT_18,5,3.013,3.759,61.569,90.839,123.648,57.144,14,1.269,249.379,89.286,3.442,998,1000,0.157,0.155,0.433,0.47,-0.746,99.8,43.444
2369,2026-01-02 15:29:00,WAFER_119,LOT_19,7,8.707,9.241,71.521,76.6,150.783,36.199,44,5.408,112.75,85.363,8.345,884,1000,0.877,0.827,0.708,0.939,-0.534,83.66504279478404,43.329
2370,2026-01-02 15:30:00,WAFER_120,LOT_20,7,6.893,1.491,75.515,41.685,42.655,36.383,61,6.124,97.244,89.248,13.579,778,1000,0.997,0.556,0.802,0.873,5.402,73.1724119308664,51.099
2371,2026-01-02 15:31:00,WAFER_121,LOT_21,7,6.566,4.887,69.145,78.936,105.707,91.852,49,4.328,57.503,89.146,6.615,991,1000,0.971,0.826,0.411,0.947,1.679,96.24526324577504,81.754
2372,2026-01-02 15:32:00,WAFER_122,LOT_22,7,2.296,4.626,75.108,50.781,72.529,41.565,77,1.907,158.341,86.945,1.882,919,1000,0.821,0.715,0.053,0.167,-2.33,84.31489115409303,61.667
2373,2026-01-02 15:33:00,WAFER_123,LOT_23,5,6.333,3.791,71.935,29.994,95.982,98.987,12,1.261,236.689,93.685,12.635,801,1000,0.92,0.429,0.252,0.482,2.542,80.1,69.742
2374,2026-01-02 15:34:00,WAFER_124,LOT_24,7,2.468,9.935,58.607,32.263,115.529,45.523,30,1.612,83.731,89.758,10.445,969,1000,0.924,0.681,0.822,0.713,-7.467,94.87114704824997,43.09
2375,2026-01-02 15:35:00,WAFER_125,LOT_25,3,2.13,8.359,75.996,25.146,161.912,78.177,4,0.164,100.174,97.993,8.25,984,1000,0.176,0.06,0.56,0.733,-6.229,94.37286388819372,52.615
2376,2026-01-02 15:36:00,WAFER_126,LOT_26,5,5.718,1.626,59.388,18.049,42.69,95.733,7,0.119,176.456,83.362,16.397,811,1000,0.086,0.436,0.881,0.55,4.092,81.1,65.376
2377,2026-01-02 15:37:00,WAFER_127,LOT_27,7,4.722,8.004,75.822,21.604,24.791,58.187,12,2.055,215.813,89.35,8.103,997,1000,0.127,0.436,0.382,0.821,-3.282,97.19156184263021,43.222
2378,2026-01-02 15:38:00,WAFER_128,LOT_28,5,6.21,6.168,89.115,10.686,116.626,82.004,40,6.28,324.913,95.889,12.506,794,1000,0.163,0.421,0.315,0.043,0.042,72.41577172176426,71.303
2379,2026-01-02 15:39:00,WAFER_129,LOT_29,7,2.214,9.829,70.909,84.961,77.002,57.455,16,4.244,246.651,90.852,2.863,733,1000,0.822,0.118,0.001,0.197,-7.615,70.0,44.546
2380,2026-01-02 15:40:00,WAFER_130,LOT_30,7,4.948,4.067,61.114,88.791,37.693,54.516,31,2.656,267.08,99.293,7.198,934,1000,0.941,0.487,0.18,0.328,0.881,93.4,49.385
2381,2026-01-02 15:41:00,WAFER_131,LOT_31,14,2.898,6.627,72.603,57.809,29.905,47.915,4,0.123,298.484,85.129,3.766,798,1000,0.352,0.762,0.335,0.729,-3.729,75.60521014635462,32.945
2382,2026-01-02 15:42:00,WAFER_132,LOT_32,14,9.397,5.907,64.848,80.644,105.015,87.54,8,6.73,200.393,87.657,6.049,852,1000,0.034,0.323,0.079,0.902,3.49,78.2845548199997,60.501
2383,2026-01-02 15:43:00,WAFER_133,LOT_33,5,5.989,5.798,80.54,21.521,61.08,51.473,33,3.127,157.253,84.079,8.259,944,1000,0.307,0.819,0.605,0.529,0.191,94.4,48.307
2384,2026-01-02 15:44:00,WAFER_134,LOT_34,5,6.999,5.47,72.372,86.151,179.562,53.122,0,6.743,340.168,86.416,3.132,959,1000,0.706,0.585,0.99,0.708,1.529,92.16125534260384,34.529
2385,2026-01-02 15:45:00,WAFER_135,LOT_35,5,4.103,3.015,92.807,50.573,79.003,98.934,39,4.911,351.328,94.038,13.691,976,1000,0.943,0.724,0.058,0.594,1.088,93.40233296923422,81.857
2386,2026-01-02 15:46:00,WAFER_136,LOT_36,5,2.258,8.406,86.793,11.045,46.089,55.948,78,0.396,81.593,90.716,6.517,861,1000,0.45,0.898,0.392,0.924,-6.148,78.45044595191236,71.466
2387,2026-01-02 15:47:00,WAFER_137,LOT_37,7,9.307,5.423,72.316,17.718,116.904,62.058,53,5.848,401.348,84.901,15.263,958,1000,0.336,0.482,0.4,0.9,3.884,88.62558680993224,64.188
2388,2026-01-02 15:48:00,WAFER_138,LOT_38,7,3.79,10.393,81.872,32.808,51.523,98.364,31,3.63,391.969,90.497,11.534,774,1000,0.653,0.845,0.07,0.808,-6.603,70.0,77.887
2389,2026-01-02 15:49:00,WAFER_139,LOT_39,7,4.89,3.556,69.674,8.92,93.995,58.635,49,3.106,368.351,97.168,3.167,736,1000,0.211,0.14,0.185,0.28,1.334,73.6,60.163
2390,2026-01-02 15:50:00,WAFER_140,LOT_40,5,6.699,7.691,74.374,32.836,92.038,58.434,58,5.165,189.063,89.873,10.985,728,1000,0.766,0.778,0.453,0.373,-0.992,70.01077366926157,64.082
2391,2026-01-02 15:51:00,WAFER_141,LOT_41,3,1.698,10.219,70.024,10.394,87.105,87.974,61,5.28,356.871,82.237,0.591,987,1000,0.414,0.834,0.956,0.416,-8.521,95.77131098813189,84.633
2392,2026-01-02 15:52:00,WAFER_142,LOT_42,5,7.982,7.502,82.431,26.242,145.335,54.964,10,5.426,271.223,82.983,13.764,841,1000,0.977,0.903,0.57,0.004,0.48,79.9773168253553,40.227
2393,2026-01-02 15:53:00,WAFER_143,LOT_43,3,5.793,9.538,89.763,28.91,46.824,49.962,22,5.184,102.158,89.842,16.567,756,1000,0.934,0.081,0.1,0.231,-3.745,72.87589219858575,42.375
2394,2026-01-02 15:54:00,WAFER_144,LOT_44,14,3.726,9.109,82.785,94.493,163.732,62.085,25,4.379,329.953,92.619,11.586,888,1000,0.665,0.117,0.742,0.714,-5.383,83.1510189765938,51.605
2395,2026-01-02 15:55:00,WAFER_145,LOT_45,5,1.993,4.529,84.141,26.199,144.528,79.841,62,4.61,182.438,97.869,15.765,979,1000,0.648,0.023,0.857,0.544,-2.536,92.18325406386403,79.797
2396,2026-01-02 15:56:00,WAFER_146,LOT_46,3,2.8,6.881,84.153,26.527,66.631,37.768,45,5.845,136.866,99.577,5.153,790,1000,0.123,0.506,0.808,0.958,-4.081,74.56688990402291,44.799
2397,2026-01-02 15:57:00,WAFER_147,LOT_47,2,8.66,2.531,80.064,66.811,40.702,58.931,68,4.711,371.317,99.549,7.316,736,1000,0.281,0.193,0.818,0.029,6.129,70.0,68.905
2398,2026-01-02 15:58:00,WAFER_148,LOT_48,7,6.988,6.248,61.468,82.342,57.521,57.16,5,0.734,364.911,91.986,7.333,821,1000,0.862,0.568,0.812,0.378,0.74,82.1,39.404
2399,2026-01-02 15:59:00,WAFER_149,LOT_49,7,3.499,3.258,92.711,39.835,66.548,50.668,50,4.407,365.749,82.64,2.082,937,1000,0.363,0.892,0.223,0.707,0.241,91.00429133029338,55.434
2400,2026-01-02 16:00:00,WAFER_150,LOT_0,5,2.025,8.289,93.849,83.806,104.679,76.874,42,1.197,363.809,85.821,13.58,997,1000,0.424,0.327,0.594,0.134,-6.264,92.94800617146299,68.868
2401,2026-01-02 16:01:00,WAFER_151,LOT_1,2,7.025,6.175,71.427,35.613,17.883,53.559,41,0.146,241.692,89.775,8.517,956,1000,0.84,0.005,0.163,0.5,0.85,95.6,53.263
2402,2026-01-02 16:02:00,WAFER_152,LOT_2,5,6.079,5.03,69.922,22.731,165.441,73.831,12,1.496,266.768,97.746,8.439,823,1000,0.427,0.89,0.328,0.016,1.049,82.3,53.39
2403,2026-01-02 16:03:00,WAFER_153,LOT_3,5,4.736,3.634,80.737,34.667,26.775,67.278,24,1.092,399.546,82.386,11.43,852,1000,0.85,0.622,0.417,0.18,1.102,85.2,54.531
2404,2026-01-02 16:04:00,WAFER_154,LOT_4,7,4.409,10.787,80.059,59.842,57.476,48.9,1,0.739,71.736,91.117,3.073,728,1000,0.069,0.202,0.432,0.938,-6.378,70.0,32.235
2405,2026-01-02 16:05:00,WAFER_155,LOT_5,7,3.235,1.703,71.779,38.043,28.579,52.06,13,1.501,342.505,93.697,13.811,779,1000,0.691,0.692,0.438,0.599,1.532,77.9,39.689
2406,2026-01-02 16:06:00,WAFER_156,LOT_6,5,6.857,1.427,60.25,65.56,53.634,45.918,16,3.854,230.507,87.159,6.347,995,1000,0.063,0.633,0.784,0.759,5.43,99.5,37.047
2407,2026-01-02 16:07:00,WAFER_157,LOT_7,3,9.265,3.129,77.363,26.324,152.405,38.624,39,1.072,411.363,87.651,1.538,842,1000,0.79,0.38,0.62,0.102,6.136,84.2,42.656
